accession,serotype,year,year_basis,collection_date,first_public,host,strain,isolate,base_count,study_accession,source
OR476953,DENV-1,2024,published,17-Aug-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0135,10537,,ENA portal API
OR476954,DENV-1,2024,published,15-Sep-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0163,10626,,ENA portal API
OR476955,DENV-1,2024,published,07-Oct-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0179,10626,,ENA portal API
OR476956,DENV-1,2024,published,03-Dec-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0215,10626,,ENA portal API
OR476957,DENV-1,2024,published,05-Jan-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0237,10626,,ENA portal API
OR476958,DENV-1,2024,published,10-Jul-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0306,10626,,ENA portal API
OR476959,DENV-1,2024,published,23-Jul-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0324,10537,,ENA portal API
OR476960,DENV-1,2024,published,21-Aug-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0357,10626,,ENA portal API
OR476961,DENV-1,2024,published,18-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0421,10537,,ENA portal API
OR476962,DENV-1,2024,published,21-Oct-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0485,10537,,ENA portal API
OR476963,DENV-1,2024,published,16-Jun-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0562,10626,,ENA portal API
OR476964,DENV-1,2024,published,07-Aug-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0578,10626,,ENA portal API
OR476965,DENV-1,2024,published,22-Jul-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0720,10626,,ENA portal API
OR476966,DENV-1,2024,published,22-Sep-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0784,10626,,ENA portal API
OR476967,DENV-1,2024,published,10-Nov-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0816,10626,,ENA portal API
OR476968,DENV-1,2024,published,17-Feb-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0873,10626,,ENA portal API
OR476969,DENV-1,2024,published,18-Apr-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0879,10626,,ENA portal API
OR476970,DENV-1,2024,published,13-Jul-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0896,10626,,ENA portal API
OR476971,DENV-1,2024,published,01-Oct-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0956,10626,,ENA portal API
OR476972,DENV-1,2024,published,30-Nov-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0985,10626,,ENA portal API
OR476973,DENV-1,2024,published,26-Dec-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0993,10626,,ENA portal API
OR476974,DENV-1,2024,published,20-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0003-A-01,10626,,ENA portal API
OR476975,DENV-1,2024,published,22-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0010-A-01,10626,,ENA portal API
OR476976,DENV-1,2024,published,29-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0026-A-01,10626,,ENA portal API
OR476977,DENV-1,2024,published,29-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0031-A-01,10626,,ENA portal API
OR476979,DENV-2,2024,published,06-Sep-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0152,10646,,ENA portal API
OR476980,DENV-2,2024,published,26-Oct-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0195,10453,,ENA portal API
OR476981,DENV-2,2024,published,10-Dec-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0225,10646,,ENA portal API
OR476982,DENV-2,2024,published,06-Feb-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0251,10646,,ENA portal API
OR476983,DENV-2,2024,published,22-May-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0288,10646,,ENA portal API
OR476984,DENV-2,2024,published,27-Jul-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0325,10646,,ENA portal API
OR476985,DENV-2,2024,published,05-Aug-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0339,10453,,ENA portal API
OR476986,DENV-2,2024,published,26-Aug-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0363,10646,,ENA portal API
OR476987,DENV-2,2024,published,14-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0403,10453,,ENA portal API
OR476988,DENV-2,2024,published,24-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0445,10646,,ENA portal API
OR476989,DENV-2,2024,published,08-Oct-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0463,10646,,ENA portal API
OR476990,DENV-2,2024,published,20-Sep-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0610,10646,,ENA portal API
OR476991,DENV-2,2024,published,06-Oct-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0628,10646,,ENA portal API
OR476992,DENV-2,2024,published,04-Dec-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0655,10453,,ENA portal API
OR476993,DENV-2,2024,published,28-Jul-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0733,10646,,ENA portal API
OR476994,DENV-2,2024,published,25-Jan-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0864,10646,,ENA portal API
OR476995,DENV-2,2024,published,30-Nov-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0986,10646,,ENA portal API
OR476996,DENV-2,2024,published,14-Jul-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1087,10646,,ENA portal API
OR476997,DENV-2,2024,published,02-Aug-2019,2024-09-02,Homo sapiens,,FVB-01-0042-A-01,10646,,ENA portal API
OR476998,DENV-4,2024,published,09-Jul-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0301,10526,,ENA portal API
OR476999,DENV-4,2024,published,30-Jul-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0330,10526,,ENA portal API
OR477000,DENV-4,2024,published,12-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0397,10526,,ENA portal API
OR477001,DENV-4,2024,published,30-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0452,10526,,ENA portal API
OR477002,DENV-4,2024,published,23-Oct-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0487,10526,,ENA portal API
OR477003,DENV-4,2024,published,18-Nov-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0524,10304,,ENA portal API
OR477004,DENV-4,2024,published,30-Oct-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0641,10526,,ENA portal API
OR477005,DENV-4,2024,published,30-Aug-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0773,10526,,ENA portal API
OR477006,DENV-4,2024,published,24-Oct-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0806,10526,,ENA portal API
OR477007,DENV-4,2024,published,06-Nov-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0812,10526,,ENA portal API
OR477008,DENV-4,2024,published,18-Sep-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0951,10304,,ENA portal API
OR477009,DENV-4,2024,published,28-Nov-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0983,10304,,ENA portal API
OR477010,DENV-4,2024,published,10-Jul-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1079,10304,,ENA portal API
OR477107,DENV-3,2024,published,23-Sep-2014,2024-09-02,Homo sapiens,,DEN-AFP-SV14-0183,10312,,ENA portal API
OR477108,DENV-3,2024,published,11-Mar-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0275,10312,,ENA portal API
OR477109,DENV-3,2024,published,12-Jul-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0305,10312,,ENA portal API
OR477110,DENV-3,2024,published,21-Jul-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0318,10312,,ENA portal API
OR477111,DENV-3,2024,published,02-Aug-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0335,10312,,ENA portal API
OR477112,DENV-3,2024,published,18-Aug-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0361,10312,,ENA portal API
OR477113,DENV-3,2024,published,04-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0381,10312,,ENA portal API
OR477114,DENV-3,2024,published,15-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0410,10312,,ENA portal API
OR477115,DENV-3,2024,published,28-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0447,10312,,ENA portal API
OR477116,DENV-3,2024,published,30-Sep-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0451,10312,,ENA portal API
OR477117,DENV-3,2024,published,01-Oct-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0457,10312,,ENA portal API
OR477118,DENV-3,2024,published,26-Oct-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0494,10312,,ENA portal API
OR477119,DENV-3,2024,published,22-Nov-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0526,10312,,ENA portal API
OR477120,DENV-3,2024,published,04-Dec-2015,2024-09-02,Homo sapiens,,DEN-AFP-SV15-0533,10312,,ENA portal API
OR477121,DENV-3,2024,published,29-Jul-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0573,10312,,ENA portal API
OR477122,DENV-3,2024,published,05-Oct-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0623,10312,,ENA portal API
OR477123,DENV-3,2024,published,21-Oct-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0638,10312,,ENA portal API
OR477124,DENV-3,2024,published,29-Nov-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0653,10312,,ENA portal API
OR477125,DENV-3,2024,published,06-Dec-2016,2024-09-02,Homo sapiens,,DEN-AFP-SV16-0657,10312,,ENA portal API
OR477126,DENV-3,2024,published,05-Jan-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0665,10312,,ENA portal API
OR477127,DENV-3,2024,published,31-Jan-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0675,10312,,ENA portal API
OR477128,DENV-3,2024,published,27-Jun-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0702,10312,,ENA portal API
OR477129,DENV-3,2024,published,07-Jul-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0707,10312,,ENA portal API
OR477130,DENV-3,2024,published,29-Jul-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0737,10312,,ENA portal API
OR477131,DENV-3,2024,published,11-Aug-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0747,10312,,ENA portal API
OR477132,DENV-3,2024,published,24-Aug-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0765,10312,,ENA portal API
OR477133,DENV-3,2024,published,14-Sep-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0782,10312,,ENA portal API
OR477134,DENV-3,2024,published,22-Sep-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0786,10312,,ENA portal API
OR477135,DENV-3,2024,published,14-Oct-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0797,10312,,ENA portal API
OR477136,DENV-3,2024,published,13-Nov-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0818,10312,,ENA portal API
OR477137,DENV-3,2024,published,16-Nov-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0820,10312,,ENA portal API
OR477138,DENV-3,2024,published,05-Dec-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0838,10312,,ENA portal API
OR477139,DENV-3,2024,published,11-Dec-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0841,10312,,ENA portal API
OR477140,DENV-3,2024,published,27-Dec-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0849,10312,,ENA portal API
OR477141,DENV-3,2024,published,26-Dec-2017,2024-09-02,Homo sapiens,,DEN-AFP-SV17-0850,10312,,ENA portal API
OR477142,DENV-3,2024,published,27-Jan-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0865,10697,,ENA portal API
OR477143,DENV-3,2024,published,24-Feb-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0874,10697,,ENA portal API
OR477144,DENV-3,2024,published,05-Mar-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0876,10697,,ENA portal API
OR477145,DENV-3,2024,published,20-May-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0882,10697,,ENA portal API
OR477146,DENV-3,2024,published,24-Jun-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0887,10697,,ENA portal API
OR477147,DENV-3,2024,published,06-Jul-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0891,10697,,ENA portal API
OR477148,DENV-3,2024,published,05-Aug-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0907,10697,,ENA portal API
OR477149,DENV-3,2024,published,12-Aug-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0917,10697,,ENA portal API
OR477150,DENV-3,2024,published,16-Aug-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0924,10697,,ENA portal API
OR477151,DENV-3,2024,published,24-Aug-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0927,10697,,ENA portal API
OR477152,DENV-3,2024,published,04-Sep-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0941,10312,,ENA portal API
OR477153,DENV-3,2024,published,18-Sep-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0949,10312,,ENA portal API
OR477154,DENV-3,2024,published,18-Sep-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0950,10697,,ENA portal API
OR477155,DENV-3,2024,published,29-Sep-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0953,10697,,ENA portal API
OR477156,DENV-3,2024,published,01-Oct-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0954,10697,,ENA portal API
OR477157,DENV-3,2024,published,02-Oct-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0958,10697,,ENA portal API
OR477158,DENV-3,2024,published,03-Nov-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0972,10697,,ENA portal API
OR477159,DENV-3,2024,published,06-Nov-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0976,10697,,ENA portal API
OR477160,DENV-3,2024,published,14-Nov-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0980,10697,,ENA portal API
OR477161,DENV-3,2024,published,28-Nov-2018,2024-09-02,Homo sapiens,,DEN-AFP-SV18-0984,10697,,ENA portal API
OR477162,DENV-3,2024,published,16-Feb-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1023,10697,,ENA portal API
OR477163,DENV-3,2024,published,19-Feb-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1029,10697,,ENA portal API
OR477164,DENV-3,2024,published,17-Mar-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1040,10697,,ENA portal API
OR477165,DENV-3,2024,published,14-Jul-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1088,10697,,ENA portal API
OR477166,DENV-3,2024,published,18-Jul-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1094,10697,,ENA portal API
OR477167,DENV-3,2024,published,18-Jul-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1095,10697,,ENA portal API
OR477168,DENV-3,2024,published,19-Jul-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1096,10697,,ENA portal API
OR477169,DENV-3,2024,published,19-Jul-2019,2024-09-02,Homo sapiens,,DEN-AFP-SV19-1097,10697,,ENA portal API
OR477170,DENV-3,2024,published,21-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0005-A-01,10697,,ENA portal API
OR477171,DENV-3,2024,published,21-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0007-A-01,10697,,ENA portal API
OR477172,DENV-3,2024,published,22-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0009-A-01,10697,,ENA portal API
OR477173,DENV-3,2024,published,26-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0019-A-01,10697,,ENA portal API
OR477174,DENV-3,2024,published,28-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0021-A-01,10697,,ENA portal API
OR477175,DENV-3,2024,published,29-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0023-A-01,10697,,ENA portal API
OR477176,DENV-3,2024,published,29-Jul-2019,2024-09-02,Homo sapiens,,FVB-01-0029-A-01,10697,,ENA portal API
PP204092,DENV-1,2024,published,01-Jun-2023,2024-01-31,Homo sapiens,,2268_2023_DENV,10665,,ENA portal API
PP422232,DENV-1,2024,published,Jul-1999,2024-03-12,Homo sapiens,,Ph99st12A,1485,,ENA portal API
PP422234,DENV-2,2024,published,Jul-2000,2024-03-12,Homo sapiens,,ooSt22A,1485,,ENA portal API
PP422236,DENV-4,2024,published,Sep-1995,2024-03-12,Homo sapiens,,SLMC318,1485,,ENA portal API
PP425980,DENV-3,2024,published,Sep-1995,2024-03-12,Homo sapiens,,SLMC50,1664,,ENA portal API
PP434985,DENV-3,2024,published,Jun-2019,2024-03-12,Homo sapiens,,HCBD3914,1479,,ENA portal API
PX427442,DENV-3,2024,collected,2024-08-26,2026-06-30,Homo sapiens,,DP69_2024,415,,ENA portal API
PX427457,DENV-4,2024,collected,2024-12-13,2026-06-30,Homo sapiens,,DP101_2024,417,,ENA portal API
PX282457,DENV-1,2025,published,1988,2025-09-11,Homo sapiens,,DENV1/Philippines/1988/Yale-DH131/P2,10735,PRJNA1308108,ENA portal API
PX297376,DENV-2,2025,published,1988,2025-09-15,Homo sapiens,,DENV2/Philippines/1988/Yale-DH077/P2,10706,PRJNA1308108,ENA portal API
